version,program_version,seed,generator_seed_hex,n,directional,cleared,all_clear,virtual_time_s,average_clear_time_s,move_time_s,action_time_s,measure_count,channel_switch_count,clear_failure_count,census_count,wall_time_s,counts_match,time_accounting_match,code_unchanged_during_run,network_access,benchmark_sha256,simulator_sha256
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90000,efc8778aab9e83a3b491bb6530c831c49f1c599dd85043a47b37921fc7829523,14,1,14,True,3971.661798,283.6901284285714,3057.661798,914.0,136,125,13,16,1.7810000000026776,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90000,efc8778aab9e83a3b491bb6530c831c49f1c599dd85043a47b37921fc7829523,14,1,14,True,3956.921124,282.6372231428571,3069.921124,887.0,131,120,14,15,1.7340000000040163,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90001,7c6931df14e2cefc29e576fcdaebd58ed0caf841a95dfac326ab3f416fd2951b,15,10,15,True,5178.750756,345.2500504,3765.750756,1413.0,204,189,43,22,1.9060000000026776,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90001,7c6931df14e2cefc29e576fcdaebd58ed0caf841a95dfac326ab3f416fd2951b,15,10,15,True,5178.750756,345.2500504,3765.750756,1413.0,204,189,43,22,1.9069999999992433,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90002,565d8d76d8e1865d683158ce5d61af4a0c51269c8e9744728506caf78dbd5837,16,11,15,False,4880.113409,325.3408939333333,3793.113409,1087.0,161,150,19,18,1.8440000000045984,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90002,565d8d76d8e1865d683158ce5d61af4a0c51269c8e9744728506caf78dbd5837,16,11,15,False,4880.113409,325.3408939333333,3793.113409,1087.0,161,150,19,18,1.8590000000040163,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90003,141114b1d14560fb393eff26cd822a0cfe4ec0bdede9b0ee534fe272dedc8098,13,3,12,False,4714.607863,392.88398858333335,3186.607863,1528.0,237,226,19,21,1.8280000000013388,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90003,141114b1d14560fb393eff26cd822a0cfe4ec0bdede9b0ee534fe272dedc8098,13,3,12,False,4714.607863,392.88398858333335,3186.607863,1528.0,237,226,19,21,1.8280000000013388,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90004,e1015b840d24c6480c17f09b43ebdb9accb5c4596284607ae34ab50337b33ca9,15,1,15,True,4253.085114,283.53900760000005,3275.085114,978.0,147,138,10,20,1.8119999999980791,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90004,e1015b840d24c6480c17f09b43ebdb9accb5c4596284607ae34ab50337b33ca9,15,1,15,True,4006.790256,267.11935040000003,3057.790256,949.0,142,134,10,19,1.7969999999986612,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90005,44c715f457b4978ef3761cd630c123d20bb56998a0d5e14f9d8a49b2b2dbe6e1,14,9,14,True,5465.271088,390.3765062857143,3815.271088,1650.0,256,246,18,22,1.639999999999418,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90005,44c715f457b4978ef3761cd630c123d20bb56998a0d5e14f9d8a49b2b2dbe6e1,14,9,14,True,5465.271088,390.3765062857143,3815.271088,1650.0,256,246,18,22,1.6569999999992433,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90006,9a75d731a6419481c3a0c10d8596a60583a10d92670b0b22e8d58618507344f5,12,10,12,True,6214.153288,517.8461073333334,4413.153288,1801.0,256,239,74,20,1.7819999999992433,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
